time,temperature_2m,total_precipitation_sum,potential_evaporation_sum,snow_depth_water_equivalent,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,snow_albedo,snow_cover,snow_density,snow_depth,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,surface_runoff_sum,sub_surface_runoff_sum,site_id
1975-01-01,-4.5875754,0.003399703,-0.00014781952,0.0267725,271.48828,271.71786,273.97595,280.3984,0.74001384,100.0,167.90819,0.15885417,0.25543594,0.23658371,0.2159888,0.30437723,0.0,4.42788e-05,19190
1975-01-02,-7.157466,0.0009794533,-3.0130148e-05,0.029316148,271.46118,271.75406,273.96274,280.27994,0.7656655,100.0,163.66339,0.17911784,0.25482878,0.23663838,0.21617699,0.30429968,0.0,4.415214e-05,19190
1975-01-03,-8.976857,0.0007834986,-4.1671097e-05,0.030261079,271.43384,271.7802,273.95074,280.16272,0.7686212,100.0,163.11261,0.18550618,0.2542254,0.23668925,0.216362,0.304224,0.0,4.401803e-05,19190
1975-01-04,-10.700375,0.00040630123,-0.00013461709,0.030685624,271.37473,271.79654,273.94016,280.04813,0.7660457,100.0,162.93521,0.18851726,0.25363794,0.23673694,0.2165451,0.304149,0.0,4.389137e-05,19190
1975-01-05,-6.942317,0.0021840648,-0.00032311678,0.03139023,271.38525,271.80615,273.9289,279.93542,0.76834846,100.0,163.39615,0.1919759,0.25306067,0.23678271,0.21672504,0.30407333,0.0,4.376471e-05,19190
1975-01-06,-4.4112954,0.0031998798,-0.0003437996,0.034517568,271.45645,271.82043,273.91806,279.824,0.79429543,100.0,163.85252,0.20992024,0.25250497,0.23681767,0.21691258,0.30399957,0.0,4.36306e-05,19190
1975-01-07,-1.7414523,0.0054154037,-0.00035659224,0.039245766,271.54382,271.84183,273.90808,279.71472,0.8077845,100.0,166.62955,0.23482259,0.25196457,0.23684692,0.2170887,0.30392456,0.0,4.350394e-05,19190
1975-01-08,-1.9148933,0.0067223785,0.000137873,0.042387128,271.61035,271.8695,273.89877,279.6073,0.80248463,100.0,170.26463,0.24861653,0.2690506,0.23695247,0.21727626,0.30384955,5.121529e-05,4.338473e-05,19190
1975-01-09,-2.9160497,0.0003025812,-0.00011559576,0.039786298,271.70813,271.9013,273.89014,279.5016,0.7690246,100.0,174.84341,0.22806804,0.35136223,0.24140675,0.21745491,0.30377516,2.3901463e-05,4.326552e-05,19190
1975-01-10,-14.200472,0.00056892633,-2.2649765e-05,0.039926607,271.65402,271.931,273.8814,279.39804,0.75576186,100.0,174.78482,0.22835286,0.33633104,0.24750073,0.21766154,0.30369505,0.0,4.313886e-05,19190
1975-01-11,-18.93124,0.00014179762,4.7646463e-05,0.040127438,271.3966,271.93402,273.87308,279.29556,0.7499683,100.0,174.66795,0.22969563,0.324433,0.2511743,0.21788025,0.30362067,0.0,4.30122e-05,19190
1975-01-12,-8.746942,0.0022694052,-1.5541911e-05,0.041785,271.3662,271.91553,273.8637,279.19464,0.7623114,100.0,171.5296,0.24308269,0.31611124,0.25361824,0.21811676,0.30354628,0.0,4.2885542e-05,19190
1975-01-13,-14.854721,0.0007559359,-7.1041286e-05,0.043143153,271.41183,271.90656,273.85345,279.09583,0.77007747,100.0,170.29686,0.2533773,0.3098437,0.25534186,0.21835454,0.3034738,0.0,4.2766333e-05,19190
1975-01-14,-21.543528,0.0021697015,2.643466e-05,0.043558042,271.24017,271.88855,273.8417,278.9986,0.76675075,100.0,169.20865,0.25683594,0.30486742,0.25661215,0.21860695,0.30339813,0.0,4.2639673e-05,19190
1975-01-15,-4.113654,0.0045604585,-0.00015696138,0.0477498,271.3101,271.86273,273.8292,278.90237,0.7998849,100.0,163.37921,0.29166666,0.30084357,0.2575499,0.21885364,0.30332565,0.0,4.2527914e-05,19190
1975-01-16,-2.788024,0.0009827316,9.074807e-06,0.0503213,271.49,271.86182,273.81613,278.80835,0.81135315,100.0,166.24933,0.30240884,0.29747835,0.2582531,0.21911049,0.30325446,0.0,4.2408705e-05,19190
1975-01-17,-2.59214,0.0010739118,-0.00011780858,0.051362794,271.6073,271.88016,273.80377,278.71494,0.8109275,100.0,169.65494,0.30244955,0.29453912,0.25880685,0.21936099,0.30318323,0.0,4.2282045e-05,19190
1975-01-18,-1.7823211,0.0011857956,-0.0001590401,0.052366972,271.6878,271.9075,273.79175,278.62384,0.80365986,100.0,173.2578,0.30240884,0.2919108,0.25924873,0.21961594,0.30311266,0.0,4.2170286e-05,19190
1975-01-19,-3.3664732,0.0014092684,-0.00020288676,0.053468388,271.74954,271.93915,273.78058,278.5338,0.7836594,100.0,176.87335,0.3022054,0.28953108,0.25960478,0.21987915,0.30304083,0.0,4.2065978e-05,19190
1975-01-20,-3.2545114,0.0009760566,-9.577721e-05,0.054710943,271.78592,271.9704,273.77103,278.4455,0.78834957,100.0,179.62303,0.3046875,0.28735924,0.2598896,0.22013347,0.3029709,0.0,4.1931868e-05,19190
1975-01-21,-4.713782,0.00066212827,-0.00013195723,0.055351615,271.81335,272.001,273.76184,278.35855,0.7870707,100.0,182.12889,0.30379233,0.28537115,0.26011023,0.22038905,0.30290094,0.0,4.182756e-05,19190
1975-01-22,-8.820561,0.00021522045,-3.6664307e-05,0.05569144,271.79907,272.02795,273.75372,278.27277,0.7829616,100.0,184.17186,0.3022461,0.28354773,0.26027742,0.2206459,0.30283102,0.0,4.170835e-05,19190
1975-01-23,-11.323926,5.6264136e-05,8.72761e-05,0.05581395,271.72906,272.04517,273.74606,278.18896,0.77575344,100.0,185.86295,0.3001709,0.28188896,0.26039124,0.22090085,0.30275664,0.0,4.159659e-05,19190
1975-01-24,-9.836443,0.0005338967,-5.6765974e-05,0.056101125,271.6721,272.0519,273.73804,278.1059,0.7705003,100.0,186.91112,0.30004883,0.28038725,0.2604599,0.22115771,0.30268225,0.0,4.1492283e-05,19190
1975-01-25,-10.1174135,0.00029083775,-3.914535e-05,0.056600135,271.66565,272.05374,273.72974,278.02353,0.768399,100.0,187.38214,0.30212402,0.27900124,0.2604834,0.22140567,0.3026136,0.0,4.1380525e-05,19190
1975-01-26,-14.303299,0.000109255314,-4.04045e-05,0.056690812,271.6202,272.0532,273.72177,277.94385,0.7617866,100.0,188.46646,0.30082193,0.27772903,0.26047707,0.22165807,0.30254617,0.0,4.1268766e-05,19190
1975-01-27,-16.453,0.00010638237,-1.8455088e-05,0.056782763,271.53857,272.0438,273.71298,277.86563,0.75518584,100.0,188.88214,0.30078125,0.27656618,0.26043192,0.22190475,0.3024788,0.0,4.1157007e-05,19190
1975-01-28,-16.775478,5.2237512e-05,-3.8281083e-05,0.05682361,271.444,272.02426,273.70404,277.78778,0.7478639,100.0,189.555,0.30000815,0.2755057,0.26035753,0.22215779,0.3024114,0.0,4.10527e-05,19190
1975-01-29,-12.874195,0.00014667511,-5.8993697e-05,0.056896448,271.41916,272.0,273.69437,277.71133,0.7415013,100.0,190.00291,0.29947916,0.27454376,0.26025453,0.22239812,0.30234465,0.0,4.094094e-05,19190
1975-01-30,-15.262566,0.00012931824,-8.054078e-06,0.057014465,271.40158,271.9776,273.68326,277.63614,0.7353475,100.0,190.57225,0.29927573,0.2736651,0.26012865,0.2226429,0.30227852,0.0,4.0836632e-05,19190
1975-01-31,-13.039754,0.00010727832,1.9967556e-06,0.05713888,271.3507,271.95236,273.6719,277.56152,0.72899574,100.0,190.88768,0.29943848,0.2728672,0.25998878,0.22288068,0.30220857,0.0,4.0732324e-05,19190
1975-02-01,-17.933912,1.0261551e-05,2.0995736e-05,0.057217162,271.32217,271.9275,273.66006,277.48874,0.72168267,100.0,192.03253,0.29825845,0.27212843,0.25983176,0.22312419,0.30213675,0.0,4.0628016e-05,19190
1975-02-02,-22.140326,5.6824087e-05,1.3366342e-05,0.05725479,271.13785,271.89062,273.64786,277.4165,0.713962,100.0,192.63866,0.29748535,0.2714475,0.25965944,0.22335625,0.30207,0.0,4.0523708e-05,19190
1975-02-03,-21.538315,0.00011815131,-1.6324222e-05,0.05736355,271.02975,271.83865,273.6345,277.34564,0.7077991,100.0,192.37921,0.29833984,0.27082253,0.25947508,0.22358894,0.30200386,0.0,4.041195e-05,19190
1975-02-04,-19.392092,0.00022722638,-4.6871603e-05,0.057439208,270.96838,271.78256,273.62006,277.2762,0.7012994,100.0,192.44041,0.2984619,0.27026367,0.25927544,0.22381718,0.301939,0.0,4.0322542e-05,19190
1975-02-05,-14.681605,0.0023560724,-0.00011884421,0.058731873,271.0067,271.73288,273.60458,277.20767,0.7167852,100.0,186.16795,0.31490073,0.26974425,0.25906882,0.22404416,0.30187353,0.0,4.0210783e-05,19190
1975-02-06,-9.140115,0.0030496418,-0.0001071468,0.061353326,271.14337,271.70377,273.58838,277.1398,0.7486532,100.0,181.24152,0.33817545,0.26927057,0.258852,0.22427559,0.30180803,0.0,4.0106475e-05,19190
