time,temperature_2m,total_precipitation_sum,potential_evaporation_sum,snow_depth_water_equivalent,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,snow_albedo,snow_cover,snow_density,snow_depth,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,surface_runoff_sum,sub_surface_runoff_sum,site_id
1975-01-01,-3.3674421,0.0031115145,-0.00038275868,0.04225103,271.16193,271.44418,273.2621,276.63644,0.6903837,97.802734,174.22752,0.24194336,0.29675165,0.28937468,0.2790432,0.3383077,0.0,0.00015696883,76176
1975-01-02,-9.801834,0.008929461,-0.00047039986,0.04877575,271.2276,271.47525,273.24936,276.5668,0.7734176,97.802734,160.51334,0.30330405,0.29634476,0.28926405,0.27913794,0.3382225,0.0,0.00015646964,76176
1975-01-03,-16.555307,0.00037008076,2.9988587e-05,0.05276549,271.18988,271.50018,273.2376,276.4989,0.80546516,97.802734,152.06607,0.34688315,0.2961038,0.2891604,0.2792295,0.33813477,0.0,0.00015597045,76176
1975-01-04,-10.132341,0.003203607,-0.00234396,0.054427624,271.19788,271.51642,273.22565,276.43045,0.81004024,97.802734,151.7337,0.35827637,0.29624304,0.28906122,0.27928987,0.3380394,0.0,0.00015543401,76176
1975-01-05,-8.123306,0.001293959,-0.002524808,0.056575697,271.25528,271.5353,273.21487,276.36453,0.818012,97.802734,152.35416,0.3712972,0.29577383,0.28897285,0.27937952,0.33794785,0.0,0.00015494227,76176
1975-01-06,-7.0345864,0.00035417528,-0.0020876527,0.05702881,271.31372,271.5592,273.2042,276.2991,0.8142415,97.802734,155.13866,0.36779785,0.29531607,0.2888794,0.27946916,0.3378563,0.0,0.00015444309,76176
1975-01-07,-10.043047,0.0011778713,-0.00011046231,0.057423275,271.3332,271.5836,273.19388,276.2349,0.8093854,97.802734,157.35057,0.36458334,0.29498038,0.28879485,0.2795531,0.33776727,0.0,0.0001539588,76176
1975-01-08,-9.033301,0.0016698272,-0.00065215677,0.0594939,271.35767,271.60614,273.18378,276.17126,0.81551594,97.802734,156.51366,0.37967935,0.29478836,0.28871092,0.27962494,0.3376821,0.0,0.00015345961,76176
1975-01-09,-9.39367,0.0014848394,-0.0010264739,0.0609711,271.38,271.62772,273.17398,276.10934,0.81737274,97.802734,156.9492,0.3881836,0.29435983,0.28862634,0.27968535,0.33759055,0.0,0.00015295297,76176
1975-01-10,-17.137077,0.00010511279,-5.890429e-05,0.06139235,271.3638,271.64642,273.16388,276.0482,0.8123523,97.802734,158.53612,0.38720703,0.2940661,0.28854117,0.27975145,0.3375009,0.0,0.00015244633,76176
1975-01-11,-17.59636,0.00015580471,-0.00021988899,0.061520774,271.29807,271.65408,273.15482,275.9877,0.8051654,97.802734,159.40038,0.38582358,0.29405656,0.28846994,0.2798252,0.3374106,0.0,0.00015196949,76176
1975-01-12,-18.617466,0.00049138366,-0.00013412535,0.061840653,271.27472,271.6542,273.14594,275.92877,0.79984486,97.802734,159.14581,0.38806152,0.29374757,0.2883905,0.27989706,0.33732224,0.0,0.00015149266,76176
1975-01-13,-19.173569,0.0007741004,-2.2917986e-05,0.06253008,271.24347,271.65005,273.13672,275.87137,0.79754806,97.802734,156.73404,0.39839682,0.29348436,0.28831354,0.27997527,0.3372383,0.0,0.00015101582,76176
1975-01-14,-23.207102,0.000448364,-4.6528876e-05,0.062899865,271.20786,271.6428,273.1276,275.81403,0.792554,97.802734,156.05304,0.4025879,0.29312643,0.28823343,0.280049,0.33715186,0.0,0.00015055388,76176
1975-01-15,-14.019009,0.00049616693,-0.00021126121,0.06369313,271.2139,271.63184,273.11807,275.75766,0.79150146,97.802734,153.62076,0.41438803,0.2928454,0.2881457,0.28012148,0.33706346,0.0,0.0001500994,76176
1975-01-16,-6.3679395,0.0005977601,-0.0008465573,0.06394049,271.29233,271.63013,273.10797,275.7023,0.7855623,97.802734,155.94237,0.41011557,0.2929236,0.28806558,0.28019395,0.3369783,0.0,0.00014963001,76176
1975-01-17,-2.1696138,0.0006648153,-0.0021938235,0.064722694,271.40256,271.6432,273.09863,275.6474,0.78636813,97.802734,160.29881,0.4038086,0.29258218,0.28798804,0.28026453,0.3368956,0.0,0.00014917552,76176
1975-01-18,-3.7916799,0.00047949553,-0.002527915,0.06484421,271.4859,271.6663,273.08926,275.59406,0.7753717,97.802734,165.32648,0.3922933,0.29221663,0.28790602,0.280337,0.33680916,0.0,0.00014872104,76176
1975-01-19,-4.755959,0.0009748995,-0.002433747,0.065354384,271.51923,271.6936,273.08038,275.54218,0.7750611,97.802734,168.85416,0.38708496,0.2918574,0.28782463,0.2804095,0.33672395,0.0,0.000148274,76176
1975-01-20,-6.235875,0.0034284152,-0.0008231029,0.06814233,271.54633,271.71887,273.07196,275.49057,0.7955069,97.802734,169.85806,0.4008789,0.29150644,0.2877477,0.2804788,0.3366413,0.0,0.00014784187,76176
1975-01-21,-7.4183717,0.0009921442,-0.0007317811,0.069252014,271.54367,271.74133,273.06384,275.4396,0.79781765,97.802734,171.64288,0.40311685,0.29117012,0.28766885,0.28054938,0.33655548,0.0,0.00014737993,76176
1975-01-22,-7.3251185,0.0003919333,-0.00085026026,0.07000327,271.55722,271.76044,273.0559,275.3897,0.7969892,97.802734,174.03677,0.40193686,0.290898,0.2875875,0.28061804,0.33647284,0.0,0.0001469478,76176
1975-01-23,-7.6507487,0.00010777745,-0.00052060187,0.07016281,271.5631,271.77692,273.0484,275.34082,0.7906231,97.802734,176.9173,0.3964437,0.2908503,0.2875112,0.2806848,0.33639398,0.0,0.00014650822,76176
1975-01-24,-9.1499195,0.00014715195,-0.0005107224,0.0702608,271.5557,271.79108,273.04092,275.293,0.78390133,97.802734,179.48924,0.39135742,0.29074606,0.28744316,0.28074646,0.33631197,0.0,0.00014608353,76176
1975-01-25,-10.845685,0.00028070496,-0.00045954436,0.07044923,271.53552,271.80072,273.03418,275.24496,0.7780483,97.802734,181.43423,0.38826498,0.29081535,0.28737387,0.2808043,0.33622804,0.0,0.0001456514,76176
1975-01-26,-11.644608,4.515052e-05,-0.00035084784,0.07054802,271.5078,271.80505,273.0272,275.1984,0.771392,97.802734,183.29166,0.3849691,0.2905458,0.28731474,0.28086343,0.3361435,0.0,0.00014521182,76176
1975-01-27,-14.374141,4.019141e-05,-0.00015839934,0.07057953,271.46524,271.80444,273.0205,275.15216,0.763678,97.802734,185.11392,0.38102213,0.2907187,0.28725114,0.28091493,0.33605957,0.0,0.00014477968,76176
1975-01-28,-13.703376,0.00036574304,-0.00034034997,0.0707078,271.41733,271.79688,273.0132,275.10776,0.7574699,97.802734,186.04361,0.37972006,0.290521,0.2871952,0.28097153,0.33597946,0.0,0.00014434755,76176
1975-01-29,-11.136402,0.00025546848,-0.00026214123,0.07105235,271.40735,271.78613,273.00534,275.06363,0.75404525,97.802734,186.18521,0.38138834,0.2902101,0.28712907,0.2810262,0.33589998,0.0,0.00014391541,76176
1975-01-30,-10.337354,0.0006582051,-0.00067611784,0.07143819,271.42584,271.7793,272.9982,275.01987,0.7516741,97.802734,187.16014,0.38179526,0.2899437,0.28706932,0.28108534,0.33582178,0.0,0.00014349818,76176
1975-01-31,-14.359334,0.0006502766,-0.000680618,0.072123684,271.42233,271.7734,272.991,274.9772,0.7535001,97.802734,186.73924,0.3861898,0.28995833,0.28700066,0.2811381,0.33573914,0.0,0.0001430735,76176
1975-02-01,-18.986485,0.00016529323,-0.00011078268,0.072319746,271.33286,271.7622,272.98306,274.93552,0.74872154,97.802734,186.85155,0.38708496,0.28974724,0.28693452,0.2811934,0.33565584,0.0,0.00014267862,76176
1975-02-02,-14.092961,0.0005104154,-0.00065582246,0.07273475,271.29248,271.74203,272.9746,274.8938,0.7464699,97.802734,185.82811,0.3910726,0.28999773,0.28687096,0.28124237,0.3355732,0.0,0.00014223903,76176
1975-02-03,-16.220362,0.00020253658,-0.00063055754,0.07292231,271.28552,271.72382,272.96613,274.85312,0.7422785,97.802734,186.20538,0.39135742,0.28971925,0.28681502,0.2812945,0.335495,0.0,0.00014184415,76176
1975-02-04,-16.541262,0.00018448985,-0.0005382076,0.07303349,271.24786,271.7045,272.9582,274.81268,0.7366344,97.802734,186.66861,0.39090982,0.28944397,0.2867495,0.28135046,0.3354168,0.0,0.00014143437,76176
1975-02-05,-15.212286,0.00085843116,-0.00071964413,0.0733192,271.22668,271.68323,272.94962,274.7732,0.73381114,97.802734,186.1354,0.39318848,0.28918839,0.2866783,0.2814026,0.3353367,0.0,0.00014103949,76176
1975-02-06,-13.004373,0.0027112663,-0.0004875809,0.07518697,271.24738,271.66544,272.9398,274.73492,0.75241894,97.802734,177.63019,0.42252603,0.28895822,0.28660712,0.28145853,0.33525658,0.0,0.00014065206,76176
1975-02-07,-14.668593,0.0029628514,-0.000466384,0.07797281,271.2896,271.65558,272.93082,274.69666,0.777362,97.802734,168.28221,0.46244302,0.28887367,0.28653336,0.28151384,0.335179,0.0,0.00014023483,76176
1975-02-08,-19.5104,0.00073298515,-0.00038169324,0.079911076,271.2998,271.65063,272.92136,274.65942,0.7891233,97.802734,161.61847,0.49422202,0.2886683,0.28646088,0.2815647,0.3351059,0.0,0.0001398623,76176
1975-02-09,-20.569857,0.00043763517,-0.0002977252,0.08037245,271.28348,271.64566,272.91257,274.62222,0.78557026,97.802734,161.14127,0.49849448,0.2886308,0.2863916,0.28161368,0.33503023,0.0,0.00013945997,76176
1975-02-10,-22.723475,3.6005076e-05,-0.00020354241,0.08050994,271.25034,271.6381,272.9031,274.58557,0.77897495,97.802734,161.87857,0.4971517,0.2884617,0.28631592,0.2816607,0.33495393,0.0,0.00013907254,76176
1975-02-11,-20.138569,0.00052198727,-0.0003355071,0.08064035,271.22922,271.62646,272.89343,274.5497,0.77218765,97.802734,162.7744,0.4950358,0.28854623,0.28625235,0.28170776,0.334877,0.0,0.00013867766,76176
1975-02-12,-19.898415,0.00068514555,-0.00041844696,0.081508316,271.23303,271.61597,272.88388,274.51428,0.7738254,97.802734,160.49413,0.5074056,0.2883695,0.28618369,0.28175545,0.3347988,0.0,0.00013830513,76176
1975-02-13,-20.439362,0.00014639199,-0.00048221648,0.08176347,271.23163,271.607,272.8748,274.4794,0.7690262,97.802734,160.86588,0.5082194,0.2881705,0.28611374,0.28180376,0.33472124,0.0,0.00013792515,76176
1975-02-14,-17.088745,0.0011409532,-0.0007028058,0.08196422,271.23068,271.5993,272.86566,274.44562,0.7636189,97.802734,161.78775,0.5064697,0.28802618,0.28604507,0.28184828,0.33464304,0.0,0.00013755262,76176
1975-02-15,-3.6713362,0.003490572,-0.0011154339,0.084380984,271.29446,271.5969,272.856,274.41132,0.780792,97.802734,161.34308,0.52278644,0.28786722,0.2859777,0.28184637,0.3345553,0.0,0.00013709068,76176
1975-02-16,-0.33842698,0.0010859366,-0.0067191347,0.08709761,271.41223,271.60825,272.84586,274.37845,0.7687592,97.802734,169.61522,0.5137126,0.2877159,0.28590584,0.28187117,0.3344752,1.4901161e-08,0.00013668835,76176
1975-02-17,-6.456542,0.00049575267,-0.0036967099,0.086794056,271.46698,271.62976,272.8373,274.3453,0.74778533,97.802734,175.33365,0.49515787,0.28753725,0.2858429,0.28191504,0.33439827,0.0,0.00013633072,76176
1975-02-18,-14.16258,0.00026227534,-0.0016093478,0.08692733,271.4448,271.64938,272.82788,274.3127,0.74526703,97.802734,178.03189,0.48819986,0.28736877,0.28577295,0.28195763,0.33432135,0.0,0.00013595074,76176
1975-02-19,-12.564873,0.00015164912,-0.0010862947,0.086992584,271.38812,271.65814,272.81927,274.2808,0.73938286,97.802734,179.77245,0.48368326,0.2873408,0.28571257,0.2820015,0.33424821,0.0,0.00013560057,76176
1975-02-20,-10.598967,0.00014880598,-0.0011177659,0.08715832,271.38196,271.66144,272.8111,274.249,0.7339625,97.802734,181.94757,0.4790446,0.287405,0.28565088,0.28203964,0.33417258,0.0,0.00013520569,76176
1975-02-21,-9.602531,0.0014030337,-0.0012824014,0.08767942,271.3885,271.6645,272.80267,274.21814,0.73439515,97.802734,183.66241,0.4769694,0.2875862,0.28559366,0.28207397,0.3340982,0.0,0.00013484061,76176
1975-02-22,-15.732935,0.0021752403,-0.0010043606,0.08975446,271.38354,271.6663,272.79398,274.19055,0.75692505,97.802734,178.89093,0.5012614,0.28741837,0.28554663,0.28211275,0.33402506,0.0,0.00013447553,76176
1975-02-23,-17.128733,0.00037786877,-0.0008677915,0.09055674,271.34622,271.66507,272.78592,274.1645,0.7600566,97.802734,177.18553,0.51102704,0.2872289,0.28549257,0.28215155,0.33394942,0.0,0.000134103,76176
1975-02-24,-8.05947,0.0015964566,-0.0024861097,0.09168211,271.3518,271.66055,272.77753,274.1399,0.7665969,97.802734,177.20343,0.51713055,0.28704834,0.28544235,0.28219923,0.33387628,0.0,0.00013373047,76176
1975-02-25,-3.7186544,0.0011241913,-0.0038108155,0.09267493,271.42847,271.66315,272.76938,274.1187,0.77291846,97.802734,180.92218,0.5123291,0.28687987,0.2853845,0.2822399,0.33380127,0.0,0.00013333559,76176
1975-02-26,-4.5321684,0.00091178715,-0.0023719221,0.09311775,271.48813,271.67474,272.76172,274.10065,0.77348274,97.802734,185.2796,0.5025635,0.2867209,0.28533363,0.28227296,0.33372688,0.0,0.00013296306,76176
1975-02-27,-6.4148965,0.00037868618,-0.0039547756,0.093553625,271.51572,271.69052,272.75375,274.08435,0.77352023,97.802734,188.69823,0.495931,0.28669676,0.2852796,0.2823092,0.33365694,0.0,0.00013257563,76176
1975-02-28,-7.866452,0.0011064112,-0.004139498,0.0937982,271.51566,271.70428,272.74615,274.06976,0.7735889,97.802734,191.4479,0.4896647,0.28653336,0.28523126,0.28234544,0.33358702,0.0,0.0001321882,76176
1975-03-01,-9.003552,0.0003817958,-0.002682589,0.09413588,271.50333,271.71445,272.7388,274.05722,0.7731235,97.802734,193.60513,0.4863688,0.2863668,0.28518105,0.28238487,0.33351707,0.0,0.00013178587,76176
1975-03-02,-7.393779,0.00299064,-0.0012167767,0.09522609,271.50085,271.7215,272.7318,274.04504,0.77828574,97.802734,194.71873,0.48856607,0.28620782,0.28513017,0.28242302,0.33344588,0.0,0.00013139844,76176
1975-03-03,-7.488448,0.006905228,-0.0015615746,0.09973916,271.51596,271.72913,272.72495,274.0341,0.8097898,97.802734,190.39517,0.5227458,0.28605905,0.28508124,0.28245735,0.33337274,0.0,0.00013099611,76176
1975-03-04,-9.224344,0.002248487,-0.0021628588,0.10553924,271.5334,271.73633,272.71823,274.0241,0.8362186,97.802734,185.70245,0.5680339,0.28591156,0.28502974,0.2824936,0.333299,0.0,0.00013060868,76176
1975-03-05,-9.059597,6.7941466e-05,-0.002418466,0.10572306,271.5261,271.7436,272.71133,274.01498,0.8296243,97.802734,188.62791,0.5603841,0.2860807,0.2849833,0.2825171,0.33322334,0.0,0.0001301989,76176
1975-03-06,-6.2305036,0.00039600462,-0.0024857372,0.105802216,271.5379,271.74887,272.70493,274.00458,0.82295746,97.802734,192.08038,0.5509033,0.28594908,0.28493562,0.2825521,0.33314958,0.0,0.00012980402,76176
1975-03-07,-3.1949415,0.0017124465,-0.0027592257,0.10694146,271.57336,271.7564,272.69876,273.99597,0.8228077,97.802734,195.38507,0.5472412,0.28579202,0.28489113,0.28258005,0.33307967,0.0,0.00012941658,76176
1975-03-08,-2.0432882,0.0005755514,-0.0036138073,0.10746714,271.62375,271.7679,272.69348,273.9873,0.8198612,97.802734,200.10773,0.53719074,0.28564516,0.28484726,0.28261122,0.3330091,0.0,0.0001290366,76176
