time,temperature_2m,total_precipitation_sum,potential_evaporation_sum,snow_depth_water_equivalent,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,snow_albedo,snow_cover,snow_density,snow_depth,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,surface_runoff_sum,sub_surface_runoff_sum,site_id
1975-01-01,-5.8366804,0.0044441847,-0.0002251342,0.0618002,272.14404,272.50555,274.16418,278.38596,0.8130046,100.0,182.25096,0.33829752,0.24937184,0.24789874,0.24416351,0.32858786,0.0,0.0001090318,19382
1975-01-02,-9.646072,0.002398625,-2.3812056e-05,0.06565491,272.15356,272.51382,274.13965,278.3047,0.82830596,100.0,177.30174,0.36987305,0.2494653,0.2478803,0.24431165,0.32847404,0.0,0.00010859966,19382
1975-01-03,-11.017629,0.0012579069,-4.941225e-05,0.06762838,272.14624,272.5197,274.1189,278.2236,0.83027977,100.0,175.22427,0.3856608,0.24993515,0.24787903,0.24446361,0.32836595,0.0,0.00010817498,19382
1975-01-04,-13.02199,0.0009979071,-1.5065074e-05,0.068464994,272.11984,272.52243,274.1003,278.14456,0.8266844,100.0,175.01007,0.39115396,0.25009283,0.24787903,0.24461238,0.32826295,0.0,0.000107742846,19382
1975-01-05,-9.705664,0.0038138346,-0.00011442602,0.07040719,272.11475,272.52237,274.08426,278.06653,0.8289621,100.0,174.09471,0.40360513,0.2503923,0.24788475,0.24476178,0.3281517,0.0,0.00010731071,19382
1975-01-06,-7.1766763,0.0078434395,-0.00026663393,0.07724766,272.14566,272.5234,274.06934,277.98953,0.8489553,100.0,169.9199,0.45369467,0.2502257,0.24789429,0.24490483,0.32804236,0.0,0.00010687858,19382
1975-01-07,-5.3662896,0.0073744,-0.00037375093,0.08446121,272.19632,272.528,274.05634,277.9137,0.8595954,100.0,170.13573,0.49564615,0.25005403,0.24790192,0.24505551,0.32793298,0.0,0.00010647625,19382
1975-01-08,-5.432553,0.008561495,1.2256205e-05,0.090539895,272.24115,272.53778,274.0432,277.839,0.86300766,100.0,171.64972,0.5266113,0.2501208,0.24790955,0.24519856,0.3278319,0.0,0.000106059015,19382
1975-01-09,-4.1771173,0.0028621834,-0.0003023818,0.09876335,272.29968,272.55154,274.03134,277.76526,0.839457,100.0,176.72198,0.5592041,0.25096068,0.24793243,0.24534035,0.32772636,0.0,0.00010564923,19382
1975-01-10,-13.083935,0.00040391088,-1.6026199e-05,0.099307336,272.30765,272.56674,274.02097,277.69315,0.82322353,100.0,180.68521,0.55008954,0.2508138,0.24795659,0.24548721,0.32761955,0.0,0.0001052469,19382
1975-01-11,-17.208584,0.00035264905,3.1925738e-05,0.09950626,272.2385,272.57587,274.01126,277.6227,0.81627667,100.0,182.44139,0.5454915,0.25107512,0.24798901,0.24562709,0.32751402,0.0,0.00010484457,19382
1975-01-12,-11.797316,0.0029963285,1.1332333e-05,0.101216875,272.2024,272.5773,274.0014,277.5524,0.8188894,100.0,181.16373,0.55826825,0.25151953,0.24802081,0.24576505,0.32740656,0.0,0.00010444224,19382
1975-01-13,-15.513983,0.0002821833,9.819865e-06,0.10304948,272.20276,272.57755,273.9918,277.48343,0.8216271,100.0,180.8151,0.569987,0.2518972,0.24806912,0.24590619,0.32729974,0.0,0.00010404736,19382
1975-01-14,-23.817453,0.0013072223,-3.1493604e-05,0.103277445,272.14374,272.57394,273.98184,277.41592,0.8151376,100.0,181.70377,0.56799316,0.25173125,0.24811809,0.24604034,0.3271955,0.0,0.00010364503,19382
1975-01-15,-9.322964,0.0096093295,0.00024397671,0.109280504,272.11395,272.5644,273.97168,277.3498,0.8380319,100.0,169.4785,0.64314777,0.25233588,0.24816577,0.24618022,0.3270963,0.0,0.00010326505,19382
1975-01-16,-5.593037,0.0014524162,-2.9318035e-05,0.11496457,272.18823,272.55957,273.96057,277.28424,0.8503734,100.0,170.84666,0.67317706,0.25346503,0.24823825,0.24632137,0.3269895,0.0,0.000102870166,19382
1975-01-17,-4.482602,0.0030454546,-3.248453e-05,0.1172539,272.25925,272.5627,273.95026,277.2205,0.8494369,100.0,176.10545,0.66585284,0.25326538,0.24832027,0.2464536,0.32689032,0.0,0.00010249764,19382
1975-01-18,-4.1140265,0.0025299997,-0.00017853826,0.11986351,272.31647,272.57245,273.94058,277.1569,0.84949917,100.0,181.58983,0.66011554,0.25302634,0.24839656,0.2465852,0.32678667,0.0,0.00010211021,19382
1975-01-19,-3.7347188,0.0037682415,-0.00012926757,0.12329181,272.36404,272.58627,273.9304,277.09363,0.8517505,100.0,186.84537,0.6598714,0.25282416,0.24846776,0.24672,0.32668686,0.0,0.00010172278,19382
1975-01-20,-5.076207,0.0015742638,-0.00012143701,0.1259497,272.39685,272.60217,273.92123,277.0327,0.85134834,100.0,191.50552,0.65771484,0.25260416,0.24852943,0.24685478,0.32658386,0.0,0.0001013577,19382
1975-01-21,-5.8438272,0.0012505304,-0.00018594414,0.12707686,272.41525,272.61838,273.91345,276.9728,0.84700817,100.0,195.97916,0.6485596,0.25257936,0.2485892,0.24698575,0.3264815,0.0,0.00010098517,19382
1975-01-22,-8.486821,0.0006162852,-0.000108763576,0.12787445,272.4182,272.63373,273.90552,276.91364,0.8421314,100.0,199.78319,0.64005536,0.25229263,0.24864705,0.24711609,0.32638803,0.0,0.00010062009,19382
1975-01-23,-10.331738,4.760656e-05,-7.748604e-05,0.1281182,272.3966,272.64557,273.89777,276.85538,0.8352427,100.0,203.0397,0.6311035,0.25211778,0.24869473,0.24724706,0.32628822,0.0,0.00010024756,19382
1975-01-24,-11.271257,0.00036031305,-0.00012556463,0.12829252,272.36667,272.65274,273.89023,276.79837,0.82809967,100.0,205.88834,0.62316895,0.25225893,0.24874687,0.24737294,0.3261865,0.0,9.988248e-05,19382
1975-01-25,-14.844383,0.00011995123,-0.000102348626,0.1285396,272.33063,272.65488,273.8828,276.74155,0.82172054,100.0,207.87498,0.6184489,0.25201353,0.24879582,0.24750264,0.32608542,0.0,9.9532306e-05,19382
1975-01-26,-16.489904,0.0001538992,-7.3798e-05,0.12858717,272.26318,272.65115,273.8746,276.68594,0.8141948,100.0,209.61066,0.61344403,0.251784,0.24884224,0.2476368,0.32598624,0.0,9.916723e-05,19382
1975-01-27,-17.68713,0.00012164116,-7.3090196e-05,0.12872986,272.20395,272.64102,273.8672,276.63107,0.80731654,100.0,210.69464,0.6109619,0.25156975,0.24887912,0.24776204,0.3258934,0.0,9.88096e-05,19382
