date,lvl_sm,q_cms_s,lvl_mbs,q_mm_day
2008-01-01,132.0,7.1,136.61,0.1435345236047887
2008-01-02,132.0,6.88,136.61,0.1390869749860487
2008-01-03,132.0,6.88,136.61,0.1390869749860487
2008-01-04,132.0,6.66,136.61,0.1346394263673088
2008-01-05,132.0,6.66,136.61,0.1346394263673088
2008-01-06,132.0,6.66,136.61,0.1346394263673088
2008-01-07,132.0,6.44,136.61,0.1301918777485689
2008-01-08,131.0,6.26,136.6,0.1265529743332362
2008-01-09,132.0,6.44,136.61,0.1301918777485689
2008-01-10,132.0,6.22,136.61,0.1257443291298289
2008-01-11,132.0,6.22,136.61,0.1257443291298289
2008-01-12,131.0,6.05,136.6,0.1223075870153481
2008-01-13,131.0,6.05,136.6,0.1223075870153481
2008-01-14,131.0,6.05,136.6,0.1223075870153481
2008-01-15,132.0,5.99,136.61,0.1210946192102372
2008-01-16,132.0,5.99,136.61,0.1210946192102372
2008-01-17,132.0,5.99,136.61,0.1210946192102372
2008-01-18,132.0,5.99,136.61,0.1210946192102372
2008-01-19,132.0,5.99,136.61,0.1210946192102372
2008-01-20,133.0,6.16,136.62,0.124531361324718
2008-01-21,133.0,6.16,136.62,0.124531361324718
2008-01-22,133.0,6.16,136.62,0.124531361324718
2008-01-23,133.0,6.38,136.62,0.128978909943458
2008-01-24,133.0,6.38,136.62,0.128978909943458
2008-01-25,132.0,6.22,136.61,0.1257443291298289
2008-01-26,133.0,6.38,136.62,0.128978909943458
2008-01-27,134.0,6.8,136.63,0.1374696845792342
2008-01-28,135.0,6.99,136.64,0.1413107492954187
2008-01-29,136.0,7.16,136.65,0.1447474914098996
2008-01-30,138.0,7.79,136.67,0.1574836533635639
2008-01-31,138.0,7.79,136.67,0.1574836533635639
2008-02-01,138.0,7.79,136.67,0.1574836533635639
2008-02-02,139.0,7.98,136.67999999999998,0.1613247180797484
2008-02-03,139.0,8.51,136.67999999999998,0.1720392670248946
2008-02-04,140.0,8.7,136.69,0.1758803317410791
2008-02-05,140.0,8.7,136.69,0.1758803317410791
2008-02-06,141.0,8.93,136.7,0.1805300416606708
2008-02-07,142.0,9.71,136.70999999999998,0.1962986231271124
2008-02-08,142.0,9.71,136.70999999999998,0.1962986231271124
2008-02-09,143.0,10.5,136.72,0.2122693658944058
2008-02-10,144.0,10.8,136.73,0.2183342049199603
2008-02-11,145.0,11.0,136.73999999999998,0.2223774309369965
2008-02-12,146.0,11.9,136.75,0.2405719480136599
2008-02-13,147.0,12.1,136.76,0.2446151740306962
2008-02-14,148.0,13.1,136.76999999999998,0.2648313041158777
2008-02-15,149.0,13.3,136.78,0.268874530132914
2008-02-16,149.0,13.9,136.78,0.2810042081840229
