date,lvl_sm,q_cms_s,lvl_mbs,q_mm_day
2008-01-01,101.0,0.87,105.68,0.0905190321419152
2008-01-02,101.0,0.84,105.68,0.0873976862059871
2008-01-03,100.0,0.77,105.67,0.0801145456888215
2008-01-04,99.0,0.71,105.66,0.0738718538169653
2008-01-05,100.0,0.67,105.67,0.0697100592357278
2008-01-06,101.0,0.67,105.68,0.0697100592357278
2008-01-07,104.0,0.71,105.71,0.0738718538169653
2008-01-08,106.0,0.74,105.73,0.0769931997528934
2008-01-09,107.0,0.75,105.74,0.0780336483982028
2008-01-10,107.0,0.75,105.74,0.0780336483982028
2008-01-11,111.0,0.86,105.78,0.0894785834966059
2008-01-12,113.0,0.89,105.8,0.092599929432534
2008-01-13,116.0,0.97,105.83,0.1009235185950089
2008-01-14,117.0,0.99,105.84,0.1030044158856277
2008-01-15,115.0,0.91,105.82,0.0946808267231527
2008-01-16,115.0,0.91,105.82,0.0946808267231527
2008-01-17,114.0,0.89,105.81,0.092599929432534
2008-01-18,114.0,0.89,105.81,0.092599929432534
2008-01-19,113.0,0.86,105.8,0.0894785834966059
2008-01-20,114.0,0.86,105.81,0.0894785834966059
2008-01-21,115.0,0.88,105.82,0.0915594807872246
2008-01-22,115.0,0.88,105.82,0.0915594807872246
2008-01-23,114.0,0.86,105.81,0.0894785834966059
2008-01-24,114.0,0.86,105.81,0.0894785834966059
2008-01-25,113.0,0.84,105.8,0.0873976862059871
2008-01-26,111.0,0.76,105.78,0.0790740970435121
2008-01-27,111.0,0.76,105.78,0.0790740970435121
2008-01-28,111.0,0.76,105.78,0.0790740970435121
2008-01-29,111.0,0.76,105.78,0.0790740970435121
2008-01-30,111.0,0.76,105.78,0.0790740970435121
2008-01-31,109.0,0.71,105.76,0.0738718538169653
2008-02-01,109.0,0.71,105.76,0.0738718538169653
2008-02-02,110.0,0.74,105.77,0.0769931997528934
2008-02-03,110.0,0.74,105.77,0.0769931997528934
2008-02-04,110.0,0.76,105.77,0.0790740970435121
2008-02-05,110.0,0.76,105.77,0.0790740970435121
2008-02-06,109.0,0.74,105.76,0.0769931997528934
2008-02-07,110.0,0.78,105.77,0.0811549943341309
2008-02-08,112.0,0.83,105.79,0.0863572375606777
2008-02-09,113.0,0.89,105.8,0.092599929432534
2008-02-10,111.0,0.83,105.78,0.0863572375606777
2008-02-11,112.0,0.86,105.79,0.0894785834966059
2008-02-12,112.0,0.86,105.79,0.0894785834966059
2008-02-13,113.0,0.89,105.8,0.092599929432534
2008-02-14,113.0,0.89,105.8,0.092599929432534
2008-02-15,113.0,0.89,105.8,0.092599929432534
2008-02-16,114.0,0.91,105.81,0.0946808267231527
2008-02-17,114.0,0.91,105.81,0.0946808267231527
2008-02-18,112.0,0.83,105.79,0.0863572375606777
2008-02-19,112.0,0.83,105.79,0.0863572375606777
2008-02-20,112.0,0.83,105.79,0.0863572375606777
2008-02-21,112.0,0.83,105.79,0.0863572375606777
2008-02-22,114.0,0.89,105.81,0.092599929432534
2008-02-23,115.0,0.91,105.82,0.0946808267231527
2008-02-24,114.0,0.89,105.81,0.092599929432534
2008-02-25,115.0,0.91,105.82,0.0946808267231527
2008-02-26,115.0,0.91,105.82,0.0946808267231527
2008-02-27,115.0,0.91,105.82,0.0946808267231527
2008-02-28,118.0,0.99,105.85,0.1030044158856277
2008-02-29,121.0,1.07,105.88,0.1113280050481026
2008-03-01,122.0,1.09,105.89,0.1134089023387214
2008-03-02,123.0,1.12,105.9,0.1165302482746495
2008-03-03,123.0,1.08,105.9,0.112368453693412
2008-03-04,124.0,1.11,105.91,0.1154897996293401
2008-03-05,126.0,1.13,105.93,0.1175706969199588
2008-03-06,129.0,1.16,105.96,0.120692042855887
2008-03-07,134.0,1.24,106.01,0.129015632018362
2008-03-08,134.0,1.2,106.01,0.1248538374371245
2008-03-09,134.0,1.2,106.01,0.1248538374371245
2008-03-10,134.0,1.16,106.01,0.120692042855887
2008-03-11,135.0,1.18,106.02,0.1227729401465057
2008-03-12,135.0,1.18,106.02,0.1227729401465057
2008-03-13,135.0,1.18,106.02,0.1227729401465057
2008-03-14,136.0,1.25,106.03,0.1300560806636713
2008-03-15,138.0,1.34,106.05,0.1394201184714557
2008-03-16,140.0,1.49,106.07,0.1550268481510962
2008-03-17,143.0,1.57,106.1,0.1633504373135712
2008-03-18,150.0,1.81,106.17,0.1883212048009961
2008-03-19,150.0,1.86,106.17,0.1935234480275429
2008-03-20,150.0,1.86,106.17,0.1935234480275429
2008-03-21,148.0,1.82,106.15,0.1893616534463055
2008-03-22,148.0,1.93,106.15,0.2008065885447086
2008-03-23,148.0,1.98,106.15,0.2060088317712554
2008-03-24,146.0,1.96,106.13,0.2039279344806367
2008-03-25,148.0,2.2,106.15,0.2288987019680616
2008-03-26,153.0,2.5,106.2,0.2601121613273427
2008-03-27,171.0,3.54,106.38,0.3683188204395173
2008-03-28,193.0,4.9,106.6,0.5098198362015918
2008-03-29,186.0,4.86,106.53,0.5056580416203542
2008-03-30,174.0,4.48,106.41,0.4661209930985982
2008-03-31,179.0,5.47,106.46,0.5691254089842259
2008-04-01,182.0,6.41,106.49,0.6669275816433068
2008-04-02,184.0,7.46,106.51,0.7761746894007907
2008-04-03,190.0,9.26,106.57,0.9634554455564774
2008-04-04,201.0,11.8,106.68,1.2277294014650575
2008-04-05,218.0,15.8,106.85,1.643908859588806
2008-04-06,236.0,20.8,107.03,2.1641331822434915
2008-04-07,265.0,28.5,107.32,2.965278639131707
2008-04-08,314.0,43.5,107.81,4.525951607095763
2008-04-09,390.0,75.9,108.57,7.897005217898126
2008-04-10,419.0,95.6,108.86,9.946689049157584
2008-04-11,450.0,110.0,109.17,11.44493509840308
2008-04-12,496.0,137.0,109.63,14.25414644073838
2008-04-13,459.0,115.0,109.26,11.965159421057765
2008-04-14,362.0,69.9,108.29,7.272736030712504
2008-04-15,327.0,57.5,107.94,5.982579710528882
2008-04-16,286.0,44.6,107.53,4.640400958079794
2008-04-17,255.0,35.8,107.22,3.7248061502075474
2008-04-18,247.0,33.8,107.14,3.516716421145673
2008-04-19,260.0,37.1,107.27,3.860064474097766
2008-04-20,277.0,41.9,107.44,4.359479823846264
2008-04-21,242.0,32.5,107.09,3.3814580972554555
2008-04-22,204.0,23.0,106.71,2.393031884211553
2008-04-23,183.0,18.0,106.5,1.872807561556868
2008-04-24,174.0,16.0,106.41,1.6647178324949934
2008-04-25,173.0,15.8,106.4,1.643908859588806
2008-04-26,168.0,14.8,106.35,1.539863995057869
2008-04-27,162.0,13.6,106.29,1.4150101576207443
2008-04-28,153.0,11.9,106.2,1.2381338879181514
2008-04-29,148.0,11.0,106.15,1.144493509840308
2008-04-30,147.0,10.8,106.14,1.1236845369341206
2008-05-01,141.0,9.77,106.08,1.0165183264672553
2008-05-02,134.0,8.58,106.01,0.8927049376754402
2008-05-03,128.0,7.58,105.95,0.7886600731445031
2008-05-04,117.0,5.84,105.84,0.6076220088606726
2008-05-05,110.0,4.75,105.77,0.4942131065219511
2008-05-06,106.0,4.13,105.73,0.4297052905127702
2008-05-07,101.0,3.36,105.68,0.3495907448239486
2008-05-08,100.0,3.2,105.67,0.3329435664989987
2008-05-09,98.0,2.98,105.65,0.3100536963021925
2008-05-10,96.0,2.76,105.63,0.2871638261053863
2008-05-11,95.0,2.65,105.62,0.2757188910069832
2008-05-12,93.0,2.43,105.6,0.2528290208101771
2008-05-13,89.0,2.05,105.56,0.213291972288421
2008-05-14,91.0,2.21,105.58,0.2299391506133709
2008-05-15,92.0,2.32,105.59,0.241384085711774
2008-05-16,90.0,2.1,105.57,0.2184942155149679
2008-05-17,90.0,2.1,105.57,0.2184942155149679
2008-05-18,89.0,2.05,105.56,0.213291972288421
2008-05-19,89.0,1.93,105.56,0.2008065885447086
2008-05-20,89.0,1.85,105.56,0.1924829993822336
2008-05-21,93.0,2.09,105.6,0.2174537668696585
2008-05-22,96.0,2.24,105.63,0.2330604965492991
2008-05-23,95.0,2.04,105.62,0.2122515236431116
2008-05-24,92.0,1.69,105.59,0.1758358210572836
2008-05-25,91.0,1.55,105.58,0.1612695400229525
2008-05-26,90.0,1.43,105.57,0.14878415627924
2008-05-27,89.0,1.35,105.56,0.140460567116765
2008-05-28,88.0,1.3,105.55,0.1352583238902182
2008-05-29,87.0,1.23,105.54,0.1279751833730526
2008-05-30,87.0,1.21,105.54,0.1258942860824339
2008-05-31,87.0,1.21,105.54,0.1258942860824339
2008-06-01,85.0,1.15,105.52,0.1196515942105776
2008-06-02,86.0,1.16,105.53,0.120692042855887
2008-06-03,86.0,1.16,105.53,0.120692042855887
2008-06-04,86.0,1.16,105.53,0.120692042855887
2008-06-05,87.0,1.19,105.54,0.1238133887918151
2008-06-06,87.0,1.19,105.54,0.1238133887918151
2008-06-07,87.0,1.19,105.54,0.1238133887918151
2008-06-08,87.0,1.19,105.54,0.1238133887918151
2008-06-09,87.0,1.19,105.54,0.1238133887918151
2008-06-10,88.0,1.22,105.55,0.1269347347277432
2008-06-11,89.0,1.25,105.56,0.1300560806636713
2008-06-12,89.0,1.25,105.56,0.1300560806636713
2008-06-13,89.0,1.25,105.56,0.1300560806636713
2008-06-14,89.0,1.25,105.56,0.1300560806636713
2008-06-15,90.0,1.28,105.57,0.1331774265995994
2008-06-16,90.0,1.3,105.57,0.1352583238902182
2008-06-17,90.0,1.3,105.57,0.1352583238902182
