date,lvl_sm,q_cms_s,lvl_mbs,q_mm_day
2008-01-01,167.0,3.2,40.82,0.0325533159451906
2008-01-02,167.0,2.8,40.82,0.0284841514520417
2008-01-03,167.0,2.65,40.82,0.0269582147671109
2008-01-04,167.0,2.64,40.82,0.0268564856547822
2008-01-05,167.0,2.63,40.82,0.0267547565424535
2008-01-06,167.0,2.62,40.82,0.0266530274301248
2008-01-07,167.0,2.61,40.82,0.026551298317796
2008-01-08,167.0,2.6,40.82,0.0264495692054673
2008-01-09,167.0,2.58,40.82,0.0262461109808099
2008-01-10,167.0,2.56,40.82,0.0260426527561524
2008-01-11,166.0,2.54,40.81,0.025839194531495
2008-01-12,166.0,2.52,40.81,0.0256357363068376
2008-01-13,166.0,2.5,40.81,0.0254322780821801
2008-01-14,166.0,2.48,40.81,0.0252288198575227
2008-01-15,166.0,2.48,40.81,0.0252288198575227
2008-01-16,167.0,2.49,40.82,0.0253305489698514
2008-01-17,167.0,2.5,40.82,0.0254322780821801
2008-01-18,167.0,2.55,40.82,0.0259409236438237
2008-01-19,167.0,2.6,40.82,0.0264495692054673
2008-01-20,167.0,2.7,40.82,0.0274668603287545
2008-01-21,168.0,2.8,40.83,0.0284841514520417
2008-01-22,168.0,3.0,40.83,0.0305187336986162
2008-01-23,168.0,3.15,40.83,0.032044670383547
2008-01-24,168.0,3.3,40.83,0.0335706070684778
2008-01-25,168.0,3.45,40.83,0.0350965437534086
2008-01-26,168.0,3.65,40.83,0.037131125999983
2008-01-27,170.0,3.9,40.85,0.039674353808201
2008-01-28,173.0,4.1,40.88,0.0417089360547754
2008-01-29,179.0,4.18,40.94,0.0425227689534052
2008-01-30,181.0,4.2,40.96,0.0427262271780626
2008-01-31,182.0,4.25,40.97,0.0432348727397062
2008-02-01,183.0,4.3,40.98,0.0437435183013498
2008-02-02,184.0,4.4,40.99,0.0447608094246371
2008-02-03,183.0,4.45,40.98,0.0452694549862807
2008-02-04,181.0,4.5,40.96,0.0457781005479243
2008-02-05,180.0,4.55,40.95,0.0462867461095679
2008-02-06,179.0,4.6,40.94,0.0467953916712115
2008-02-07,178.0,4.65,40.93,0.0473040372328551
2008-02-08,177.0,4.7,40.92,0.0478126827944987
2008-02-09,177.0,4.75,40.92,0.0483213283561423
2008-02-10,176.0,4.74,40.91,0.0482195992438135
2008-02-11,176.0,4.73,40.91,0.0481178701314848
2008-02-12,176.0,4.72,40.91,0.0480161410191561
2008-02-13,175.0,4.71,40.9,0.0479144119068274
2008-02-14,175.0,4.7,40.9,0.0478126827944987
2008-02-15,174.0,4.69,40.89,0.04771095368217
2008-02-16,174.0,4.68,40.89,0.0476092245698412
2008-02-17,174.0,4.67,40.89,0.0475074954575125
2008-02-18,173.0,4.65,40.88,0.0473040372328551
2008-02-19,173.0,4.64,40.88,0.0472023081205263
2008-02-20,172.0,4.63,40.87,0.0471005790081976
2008-02-21,172.0,4.63,40.87,0.0471005790081976
2008-02-22,172.0,4.8,40.87,0.0488299739177859
2008-02-23,172.0,5.2,40.87,0.0528991384109347
2008-02-24,174.0,6.4,40.89,0.0651066318903812
2008-02-25,182.0,7.8,40.97,0.0793487076164021
2008-02-26,214.0,9.61,41.29,0.0977616769479005
2008-02-27,265.0,12.7,41.8,0.1291959726574752
2008-02-28,319.0,27.6,42.34,0.2807723500272691
2008-02-29,352.0,42.4,42.67,0.4313314362737756
2008-03-01,428.0,58.1,43.43,0.5910461426298671
2008-03-02,496.0,79.7,44.11,0.8107810252599037
2008-03-03,530.0,126.0,44.45,1.2817868153418803
2008-03-04,543.0,135.0,44.58,1.3733430164377292
2008-03-05,536.0,130.0,44.51,1.3224784602733688
2008-03-06,521.0,119.0,44.36,1.210576436711776
2008-03-07,522.0,120.0,44.37,1.220749347944648
2008-03-08,523.0,120.0,44.38,1.220749347944648
2008-03-09,508.0,110.0,44.23,1.1190202356159271
2008-03-10,477.0,89.8,43.92,0.9135274287119116
2008-03-11,431.0,67.1,43.46,0.6826023437257156
2008-03-12,395.0,52.5,43.1,0.5340778397257835
2008-03-13,366.0,43.1,42.81,0.4384524741367861
2008-03-14,345.0,37.1,42.6,0.3774150067395537
2008-03-15,327.0,32.2,42.42,0.3275677416984806
2008-03-16,314.0,28.8,42.29,0.2929798435067155
2008-03-17,302.0,25.8,42.17,0.2624611098080993
2008-03-18,291.0,23.1,42.06,0.2349942494793447
2008-03-19,284.0,21.5,41.99,0.2187175915067494
2008-03-20,275.0,19.5,41.9,0.1983717690410053
2008-03-21,268.0,18.0,41.83,0.1831124021916972
2008-03-22,263.0,17.0,41.78,0.1729394909588251
2008-03-23,259.0,16.2,41.74,0.1648011619725274
2008-03-24,255.0,15.6,41.7,0.1586974152328042
2008-03-25,251.0,15.0,41.66,0.152593668493081
2008-03-26,248.0,14.5,41.63,0.1475072128766449
2008-03-27,246.0,14.2,41.61,0.1444553395067833
2008-03-28,243.0,13.7,41.58,0.1393688838903473
2008-03-29,240.0,13.2,41.55,0.1342824282739113
2008-03-30,239.0,13.1,41.54,0.133265137150624
