date,lvl_sm,q_cms_s,lvl_mbs,q_mm_day
2008-01-01,44.0,3.3,94.39,0.3568554367511536
2008-01-02,42.0,3.15,94.37,0.3406347350806467
2008-01-03,40.0,2.99,94.35,0.3233326532987726
2008-01-04,39.0,2.92,94.34,0.3157629925192026
2008-01-05,39.0,2.92,94.34,0.3157629925192026
2008-01-06,39.0,2.87,94.34,0.3103560919623669
2008-01-07,40.0,2.94,94.35,0.3179257527419369
2008-01-08,41.0,3.02,94.36,0.3265767936328739
2008-01-09,41.0,2.97,94.36,0.3211698930760383
2008-01-10,42.0,3.05,94.37,0.3298209339669753
2008-01-11,44.0,3.2,94.39,0.3460416356374823
2008-01-12,45.0,3.22,94.4,0.3482043958602166
2008-01-13,46.0,3.3,94.41,0.3568554367511536
2008-01-14,47.0,3.32,94.42,0.3590181969738879
2008-01-15,47.0,3.32,94.42,0.3590181969738879
2008-01-16,47.0,3.26,94.42,0.3525299163056851
2008-01-17,48.0,3.28,94.43,0.3546926765284194
2008-01-18,48.0,3.22,94.43,0.3482043958602166
2008-01-19,49.0,3.29,94.44,0.3557740566397865
2008-01-20,51.0,3.38,94.46,0.3655064776420907
2008-01-21,51.0,3.32,94.46,0.3590181969738879
2008-01-22,52.0,3.33,94.47,0.360099577085255
2008-01-23,56.0,3.62,94.51,0.3914596003149019
2008-01-24,56.0,3.55,94.51,0.3838899395353319
2008-01-25,57.0,3.62,94.52,0.3914596003149019
2008-01-26,57.0,3.62,94.52,0.3914596003149019
2008-01-27,57.0,3.56,94.52,0.3849713196466991
2008-01-28,58.0,3.63,94.53,0.392540980426269
2008-01-29,58.0,3.63,94.53,0.392540980426269
2008-01-30,58.0,3.63,94.53,0.392540980426269
2008-01-31,58.0,3.63,94.53,0.392540980426269
2008-02-01,59.0,3.69,94.54,0.3990292610944718
2008-02-02,59.0,3.76,94.54,0.4065989218740417
2008-02-03,59.0,3.76,94.54,0.4065989218740417
2008-02-04,59.0,3.76,94.54,0.4065989218740417
2008-02-05,59.0,3.83,94.54,0.4141685826536116
2008-02-06,59.0,3.83,94.54,0.4141685826536116
2008-02-07,60.0,3.91,94.55,0.4228196235445487
2008-02-08,60.0,3.98,94.55,0.4303892843241186
2008-02-09,60.0,3.98,94.55,0.4303892843241186
2008-02-10,60.0,3.98,94.55,0.4303892843241186
2008-02-11,60.0,3.98,94.55,0.4303892843241186
2008-02-12,61.0,4.07,94.56,0.4401217053264228
2008-02-13,61.0,4.07,94.56,0.4401217053264228
2008-02-14,61.0,4.07,94.56,0.4401217053264228
2008-02-15,61.0,4.07,94.56,0.4401217053264228
2008-02-16,61.0,4.07,94.56,0.4401217053264228
2008-02-17,61.0,3.99,94.56,0.4314706644354857
2008-02-18,61.0,3.99,94.56,0.4314706644354857
2008-02-19,62.0,4.01,94.57,0.4336334246582201
2008-02-20,62.0,4.01,94.57,0.4336334246582201
2008-02-21,63.0,4.02,94.58,0.4347148047695871
2008-02-22,63.0,4.02,94.58,0.4347148047695871
2008-02-23,64.0,4.02,94.59,0.4347148047695871
2008-02-24,64.0,3.95,94.59,0.4271451439900172
2008-02-25,64.0,3.95,94.59,0.4271451439900172
2008-02-26,64.0,3.87,94.59,0.4184941030990802
2008-02-27,65.0,3.79,94.6,0.4098430622081431
2008-02-28,66.0,3.86,94.61,0.4174127229877131
2008-02-29,66.0,3.79,94.61,0.4098430622081431
2008-03-01,67.0,3.78,94.62,0.408761682096776
2008-03-02,72.0,3.97,94.67,0.4293079042127515
2008-03-03,75.0,4.18,94.7,0.4520168865514613
2008-03-04,77.0,4.22,94.72,0.4563424069969298
2008-03-05,77.0,4.22,94.72,0.4563424069969298
2008-03-06,79.0,4.24,94.74,0.4585051672196641
2008-03-07,79.0,4.14,94.74,0.4476913661059927
2008-03-08,80.0,4.12,94.75,0.4455286058832585
2008-03-09,80.0,4.02,94.75,0.4347148047695871
2008-03-10,80.0,4.02,94.75,0.4347148047695871
2008-03-11,82.0,4.03,94.77,0.4357961848809543
2008-03-12,84.0,4.14,94.79,0.4476913661059927
2008-03-13,84.0,4.14,94.79,0.4476913661059927
2008-03-14,86.0,4.29,94.81,0.4639120677764997
2008-03-15,86.0,4.29,94.81,0.4639120677764997
2008-03-16,88.0,4.52,94.83,0.4887838103379437
2008-03-17,90.0,4.76,94.85,0.514736933010755
2008-03-18,91.0,4.84,94.86,0.523387973901692
2008-03-19,92.0,5.0,94.87,0.5406900556835662
2008-03-20,92.0,5.12,94.87,0.5536666170199718
2008-03-21,94.0,5.38,94.89,0.5817824999155172
2008-03-22,96.0,5.81,94.91,0.6282818447043038
2008-03-23,99.0,6.12,94.94,0.661804628156685
2008-03-24,110.0,7.1,95.05,0.7677798790706639
2008-03-25,122.0,8.43,95.17,0.9116034338824924
2008-03-26,123.0,8.65,95.18,0.9353937963325696
2008-03-27,135.0,10.2,95.3,1.1030077135944747
2008-03-28,148.0,11.9,95.43,1.2868423325268874
2008-03-29,137.0,11.1,95.32,1.200331923617517
2008-03-30,143.0,12.7,95.38,1.373352741436258
2008-03-31,148.0,14.1,95.43,1.5247459570276565
2008-04-01,163.0,18.6,95.58,2.011367007142866
2008-04-02,120.0,16.0,95.15,1.7302081781874117
2008-04-03,117.0,16.3,95.12,1.7626495815284255
2008-04-04,131.0,18.8,95.26,2.032994609370209
2008-04-05,150.0,22.5,95.45,2.433105250576048
2008-04-06,168.0,26.1,95.63,2.8224020906682155
2008-04-07,207.0,33.9,96.02,3.6658785775345786
2008-04-08,237.0,39.9,96.32,4.314706644354858
2008-04-09,296.0,56.6,96.91,6.120611430337969
2008-04-10,344.0,73.4,97.39,7.937330017434752
2008-04-11,389.0,91.1,97.84,9.851372814554574
2008-04-12,426.0,106.0,98.21,11.462629180491602
2008-04-13,433.0,109.0,98.28,11.78704321390174
2008-04-14,377.0,86.3,97.72,9.332310361098353
2008-04-15,300.0,58.0,96.95,6.272004645929368
2008-04-16,252.0,43.5,96.47,4.704003484447026
2008-04-17,174.0,27.3,95.69,2.952167704032272
2008-04-18,165.0,25.5,95.6,2.7575192839861877
2008-04-19,159.0,23.9,95.54,2.584498466167446
2008-04-20,172.0,26.9,95.67,2.908912499577586
2008-04-21,207.0,33.9,96.02,3.6658785775345786
2008-04-22,262.0,46.1,96.57,4.98516231340248
2008-04-23,281.0,51.8,96.76,5.6015489768817455
2008-04-24,250.0,43.0,96.45,4.649934478878669
2008-04-25,197.0,31.9,95.92,3.449602555261152
2008-04-26,138.0,20.1,95.33,2.1735740238479364
2008-04-27,125.0,17.7,95.2,1.914042797119824
2008-04-28,95.0,12.7,94.9,1.373352741436258
2008-04-29,83.0,10.8,94.78,1.167890520276503
2008-04-30,76.0,9.66,94.71,1.0446131875806497
2008-05-01,68.0,8.22,94.63,0.8888944515437828
2008-05-02,61.0,7.26,94.56,0.785081960852538
2008-05-03,55.0,6.45,94.5,0.6974901718318003
2008-05-04,50.0,5.8,94.45,0.6272004645929368
2008-05-05,47.0,5.44,94.42,0.5882707805837201
2008-05-06,43.0,4.96,94.38,0.5363645352380976
2008-05-07,39.0,4.49,94.34,0.4855396700038424
2008-05-08,38.0,4.27,94.33,0.4617493075537654
2008-05-09,36.0,4.16,94.31,0.449854126328727
2008-05-10,36.0,4.16,94.31,0.449854126328727
2008-05-11,37.0,4.27,94.32,0.4617493075537654
2008-05-12,42.0,4.84,94.37,0.523387973901692
2008-05-13,47.0,5.44,94.42,0.5882707805837201
2008-05-14,49.0,5.68,94.44,0.6142239032565312
2008-05-15,52.0,6.06,94.47,0.6553163474884821
2008-05-16,50.0,5.8,94.45,0.6272004645929368
2008-05-17,47.0,5.44,94.42,0.5882707805837201
2008-05-18,44.0,5.08,94.39,0.5493410965745033
2008-05-19,42.0,4.84,94.37,0.523387973901692
2008-05-20,41.0,4.72,94.36,0.5104114125652864
2008-05-21,40.0,4.6,94.35,0.4974348512288807
2008-05-22,39.0,4.45,94.34,0.4812141495583739
