date,lvl_sm,q_cms_s,lvl_mbs,q_mm_day
2008-01-01,139.0,4.11,164.04999999999998,0.2421521361110164
2008-01-02,146.0,4.2,164.12,0.2474547376316956
2008-01-03,159.0,4.15,164.25,0.2445088478979849
2008-01-04,151.0,4.23,164.17,0.249222271471922
2008-01-05,148.0,4.18,164.14,0.2462763817382113
2008-01-06,145.0,4.25,164.11,0.2504006273654062
2008-01-07,142.0,4.25,164.07999999999998,0.2504006273654062
2008-01-08,141.0,4.07,164.07,0.2397954243240478
2008-01-09,141.0,4.02,164.07,0.2368495345903371
2008-01-10,140.0,3.89,164.06,0.2291902212826894
2008-01-11,140.0,3.89,164.06,0.2291902212826894
2008-01-12,140.0,3.94,164.06,0.2321361110164001
2008-01-13,140.0,3.99,164.06,0.2350820007501108
2008-01-14,140.0,3.99,164.06,0.2350820007501108
2008-01-15,140.0,4.04,164.06,0.2380278904838214
2008-01-16,140.0,4.1,164.06,0.2415629581642742
2008-01-17,140.0,4.1,164.06,0.2415629581642742
2008-01-18,140.0,4.15,164.06,0.2445088478979849
2008-01-19,140.0,4.2,164.06,0.2474547376316956
2008-01-20,140.0,4.25,164.06,0.2504006273654062
2008-01-21,139.0,4.11,164.04999999999998,0.2421521361110164
2008-01-22,133.0,3.33,163.99,0.19619625626513
2008-01-23,129.0,2.81,163.95,0.1655590030345392
2008-01-24,128.0,2.67,163.94,0.1573105117801493
2008-01-25,128.0,2.67,163.94,0.1573105117801493
2008-01-26,128.0,2.7,163.94,0.1590780456203757
2008-01-27,128.0,2.7,163.94,0.1590780456203757
2008-01-28,127.0,2.58,163.93,0.1520079102594701
2008-01-29,127.0,2.58,163.93,0.1520079102594701
2008-01-30,127.0,2.58,163.93,0.1520079102594701
2008-01-31,127.0,2.61,163.93,0.1537754440996965
2008-02-01,126.0,2.47,163.92,0.1455269528453067
2008-02-02,126.0,2.47,163.92,0.1455269528453067
2008-02-03,126.0,2.47,163.92,0.1455269528453067
2008-02-04,126.0,2.47,163.92,0.1455269528453067
2008-02-05,126.0,2.44,163.92,0.1437594190050803
2008-02-06,126.0,2.44,163.92,0.1437594190050803
2008-02-07,126.0,2.44,163.92,0.1437594190050803
2008-02-08,125.0,2.3,163.91,0.1355109277506904
2008-02-09,128.0,2.67,163.94,0.1573105117801493
2008-02-10,129.0,2.81,163.95,0.1655590030345392
2008-02-11,129.0,2.77,163.95,0.1632022912475706
2008-02-12,128.0,2.61,163.94,0.1537754440996965
2008-02-13,128.0,2.58,163.94,0.1520079102594701
2008-02-14,130.0,2.8,163.96,0.164969825087797
2008-02-15,130.0,2.77,163.96,0.1632022912475706
2008-02-16,144.0,3.81,164.1,0.2244767977087524
2008-02-17,150.0,3.89,164.16,0.2291902212826894
2008-02-18,148.0,3.84,164.14,0.2262443315489788
2008-02-19,143.0,3.61,164.09,0.2126932387739097
2008-02-20,140.0,3.56,164.06,0.2097473490401991
2008-02-21,140.0,3.69,164.06,0.2174066623478468
2008-02-22,140.0,3.84,164.06,0.2262443315489788
2008-02-23,133.0,3.06,163.99,0.1802884517030925
2008-02-24,130.0,2.8,163.96,0.164969825087797
2008-02-25,131.0,3.04,163.97,0.1791100958096082
2008-02-26,133.0,3.41,163.99,0.2009096798390671
2008-02-27,142.0,4.85,164.07999999999998,0.2857513041699341
2008-02-28,150.0,6.27,164.16,0.3694145726073169
2008-02-29,165.0,9.07,164.31,0.534384397695114
2008-03-01,174.0,11.4,164.4,0.6716628592860309
2008-03-02,177.0,12.1,164.43,0.7129053155579802
2008-03-03,181.0,12.9,164.47,0.7600395512973508
