date,lvl_sm,q_cms_s,lvl_mbs,q_mm_day
2008-01-01,21.0,4.38,58.27,0.5003311901824917
2008-01-02,19.0,4.22,58.25,0.4820542517283367
2008-01-03,17.0,4.06,58.23,0.4637773132741817
2008-01-04,15.0,3.9,58.21,0.4455003748200269
2008-01-05,13.0,3.74,58.190000000000005,0.4272234363658719
2008-01-06,15.0,3.2,58.21,0.365538769083099
2008-01-07,15.0,3.16,58.21,0.3609695344695602
2008-01-08,15.0,3.12,58.21,0.3564002998560215
2008-01-09,15.0,3.16,58.21,0.3609695344695602
2008-01-10,15.0,3.2,58.21,0.365538769083099
2008-01-11,15.0,3.2,58.21,0.365538769083099
2008-01-12,15.0,3.24,58.21,0.3701080036966377
2008-01-13,15.0,3.28,58.21,0.3746772383101764
2008-01-14,16.0,3.34,58.22,0.3815310902304846
2008-01-15,14.0,3.25,58.2,0.3712503123500224
2008-01-16,13.0,3.22,58.190000000000005,0.3678233863898683
2008-01-17,12.0,3.18,58.18,0.3632541517763296
2008-01-18,11.0,3.15,58.17,0.3598272258161755
2008-01-19,11.0,3.18,58.17,0.3632541517763296
2008-01-20,11.0,3.22,58.17,0.3678233863898683
2008-01-21,12.0,3.37,58.18,0.3849580161906386
2008-01-22,11.0,3.38,58.17,0.3861003248440233
2008-01-23,10.0,3.29,58.16,0.3758195469635611
2008-01-24,11.0,3.4,58.17,0.3883849421507926
2008-01-25,10.0,3.4,58.16,0.3883849421507926
2008-01-26,9.0,3.95,58.150000000000006,0.4512119180869503
2008-01-27,10.0,3.5,58.16,0.3998080286846395
2008-01-28,81.0,17.3,58.870000000000005,1.976193970355504
2008-01-29,50.0,9.6,58.56,1.096616307249297
2008-01-30,41.0,7.61,58.47,0.8692968852257448
2008-01-31,37.0,6.91,58.43,0.7893352794888169
2008-02-01,33.0,6.28,58.39,0.7173698343255818
2008-02-02,30.0,5.8,58.36,0.662539018963117
2008-02-03,29.0,5.65,58.35,0.6454043891623468
2008-02-04,28.0,5.5,58.34,0.6282697593615764
2008-02-05,27.0,5.35,58.330000000000005,0.6111351295608061
2008-02-06,26.0,5.2,58.32,0.5940004997600359
2008-02-07,25.0,5.05,58.31,0.5768658699592656
2008-02-08,23.0,4.75,58.29,0.5425966103577251
2008-02-09,23.0,4.75,58.29,0.5425966103577251
2008-02-10,22.0,4.6,58.28,0.5254619805569547
2008-02-11,21.0,4.45,58.27,0.5083273507561845
2008-02-12,19.0,3.63,58.25,0.4146580411786404
2008-02-13,18.0,3.44,58.24,0.3929541767643314
2008-02-14,18.0,3.39,58.24,0.387242633497408
2008-02-15,18.0,3.35,58.24,0.3826733988838692
2008-02-16,18.0,3.31,58.24,0.3781041642703305
2008-02-17,18.0,3.27,58.24,0.3735349296567918
2008-02-18,17.0,3.21,58.23,0.3666810777364837
2008-02-19,20.0,3.4,58.260000000000005,0.3883849421507926
2008-02-20,21.0,3.5,58.27,0.3998080286846395
2008-02-21,21.0,3.59,58.27,0.4100888065651016
2008-02-22,22.0,4.6,58.28,0.5254619805569547
2008-02-23,83.0,18.0,58.89,2.056155576092432
2008-02-24,154.0,88.1,59.6,10.063739236319067
2008-02-25,71.0,14.6,58.77,1.6677706339416392
2008-02-26,53.0,10.3,58.59,1.176577912986225
2008-02-27,45.0,8.5,58.510000000000005,0.9709623553769816
2008-02-28,51.0,9.83,58.57,1.1228894062771446
2008-02-29,64.0,12.9,58.7,1.4735781628662428
2008-03-01,67.0,13.6,58.73,1.553539768603171
2008-03-02,59.0,11.7,58.650000000000006,1.3365011244600806
2008-03-03,87.0,19.2,58.93,2.193232614498594
2008-03-04,96.0,23.1,59.02,2.6387329893186213
2008-03-05,71.0,14.6,58.77,1.6677706339416392
2008-03-06,67.0,13.6,58.73,1.553539768603171
2008-03-07,55.0,10.8,58.61,1.2336933456554593
2008-03-08,45.0,8.5,58.510000000000005,0.9709623553769816
2008-03-09,39.0,7.23,58.45,0.8258891563971268
2008-03-10,37.0,6.91,58.43,0.7893352794888169
2008-03-11,36.0,6.75,58.42,0.771058341034662
2008-03-12,42.0,7.83,58.48,0.8944276756002079
2008-03-13,40.0,7.39,58.46,0.8441660948512817
2008-03-14,38.0,7.07,58.440000000000005,0.8076122179429718
2008-03-15,37.0,6.91,58.43,0.7893352794888169
2008-03-16,102.0,26.8,59.080000000000005,3.061387191070954
2008-03-17,67.0,13.6,58.73,1.553539768603171
2008-03-18,54.0,10.5,58.6,1.1994240860539185
2008-03-19,46.0,8.72,58.52,0.9960931457514448
2008-03-20,110.0,33.5,59.16,3.8267339888386926
2008-03-21,140.0,70.0,59.46,7.996160573692791
2008-03-22,113.0,37.0,59.190000000000005,4.226542017523332
2008-03-23,62.0,12.4,58.68,1.4164627301970083
2008-03-24,52.0,10.1,58.580000000000005,1.1537317399185312
2008-03-25,46.0,8.72,58.52,0.9960931457514448
2008-03-26,99.0,24.6,59.05,2.810079287326324
2008-03-27,117.0,41.6,59.23,4.752003998080287
2008-03-28,62.0,12.4,58.68,1.4164627301970083
2008-03-29,50.0,9.6,58.56,1.096616307249297
2008-03-30,38.0,7.07,58.440000000000005,0.8076122179429718
2008-03-31,32.0,6.12,58.38,0.6990928958714269
2008-04-01,30.0,5.8,58.36,0.662539018963117
2008-04-02,44.0,8.27,58.5,0.944689256349134
2008-04-03,47.0,8.94,58.53,1.021223936125908
2008-04-04,39.0,7.23,58.45,0.8258891563971268
2008-04-05,34.0,6.44,58.400000000000006,0.7356467727797367
2008-04-06,30.0,5.8,58.36,0.662539018963117
