date,lvl_sm,q_cms_s,lvl_mbs,q_mm_day
2008-01-01,37.0,2.18,149.92000000000002,0.1858181832531599
2008-01-02,41.0,2.44,149.96,0.2079799849255551
2008-01-03,37.0,2.17,149.92000000000002,0.1849658062657601
2008-01-04,38.0,2.19,149.93,0.1866705602405597
2008-01-05,29.0,1.61,149.84,0.1372326949713704
2008-01-06,28.0,1.5,149.83,0.1278565481099724
2008-01-07,30.0,1.6,149.85000000000002,0.1363803179839705
2008-01-08,32.0,1.75,149.87,0.1491659727949678
2008-01-09,33.0,1.86,149.88000000000002,0.1585421196563658
2008-01-10,33.0,1.87,149.88000000000002,0.1593944966437656
2008-01-11,34.0,1.9,149.89,0.161951627605965
2008-01-12,34.0,1.95,149.89,0.1662135125429641
2008-01-13,35.0,2.01,149.9,0.171327774467363
2008-01-14,34.0,1.95,149.89,0.1662135125429641
2008-01-15,33.0,1.88,149.88000000000002,0.1602468736311654
2008-01-16,33.0,1.84,149.88000000000002,0.1568373656815661
2008-01-17,33.0,1.83,149.88000000000002,0.1559849886941663
2008-01-18,33.0,1.87,149.88000000000002,0.1593944966437656
2008-01-19,33.0,1.87,149.88000000000002,0.1593944966437656
2008-01-20,33.0,1.87,149.88000000000002,0.1593944966437656
2008-01-21,33.0,1.87,149.88000000000002,0.1593944966437656
2008-01-22,33.0,1.84,149.88000000000002,0.1568373656815661
2008-01-23,32.0,1.79,149.87,0.1525754807445671
2008-01-24,31.0,1.73,149.86,0.1474612188201682
2008-01-25,31.0,1.72,149.86,0.1466088418327683
2008-01-26,31.0,1.72,149.86,0.1466088418327683
2008-01-27,32.0,1.79,149.87,0.1525754807445671
2008-01-28,32.0,1.77,149.87,0.1508707267697674
2008-01-29,31.0,1.74,149.86,0.148313595807568
2008-01-30,37.0,2.11,149.92000000000002,0.1798515443413612
2008-01-31,33.0,1.84,149.88000000000002,0.1568373656815661
2008-02-01,31.0,1.73,149.86,0.1474612188201682
2008-02-02,31.0,1.72,149.86,0.1466088418327683
2008-02-03,32.0,1.76,149.87,0.1500183497823676
2008-02-04,31.0,1.72,149.86,0.1466088418327683
2008-02-05,32.0,1.76,149.87,0.1500183497823676
2008-02-06,31.0,1.72,149.86,0.1466088418327683
2008-02-07,31.0,1.69,149.86,0.1440517108705689
2008-02-08,30.0,1.65,149.85000000000002,0.1406422029209696
2008-02-09,30.0,1.65,149.85000000000002,0.1406422029209696
2008-02-10,30.0,1.65,149.85000000000002,0.1406422029209696
2008-02-11,30.0,1.65,149.85000000000002,0.1406422029209696
2008-02-12,30.0,1.61,149.85000000000002,0.1372326949713704
2008-02-13,29.0,1.57,149.84,0.1338231870217711
2008-02-14,29.0,1.57,149.84,0.1338231870217711
2008-02-15,29.0,1.57,149.84,0.1338231870217711
2008-02-16,29.0,1.59,149.84,0.1355279409965707
2008-02-17,36.0,2.04,149.91000000000005,0.1738849054295624
2008-02-18,31.0,1.76,149.86,0.1500183497823676
2008-02-19,31.0,1.72,149.86,0.1466088418327683
2008-02-20,29.0,1.59,149.84,0.1355279409965707
2008-02-21,29.0,1.57,149.84,0.1338231870217711
2008-02-22,29.0,1.57,149.84,0.1338231870217711
2008-02-23,29.0,1.71,149.84,0.1457564648453685
2008-02-24,102.0,6.44,150.57000000000002,0.5489307798854816
2008-02-25,129.0,8.99,150.84,0.7662869116724347
2008-02-26,219.0,15.5,151.74,1.321184330469715
2008-02-27,191.0,13.8,151.46,1.1762802426117462
2008-02-28,170.0,12.2,151.25,1.0398999246277756
2008-02-29,142.0,10.1,150.97,0.8609007572738143
2008-03-01,102.0,7.06,150.57000000000002,0.6017781531042702
2008-03-02,91.0,6.24,150.46,0.5318832401374852
2008-03-03,101.0,7.05,150.56,0.6009257761168704
2008-03-04,92.0,6.32,150.47,0.5387022560366838
2008-03-05,76.0,5.16,150.31,0.4398265254983051
2008-03-06,67.0,4.42,150.22,0.3767506284307187
2008-03-07,62.0,4.07,150.17000000000002,0.3469174338717251
2008-03-08,55.0,3.58,150.10000000000002,0.3051509614891342
2008-03-09,52.0,3.3,150.07000000000002,0.2812844058419393
2008-03-10,50.0,3.15,150.05,0.268498751030942
2008-03-11,50.0,3.12,150.05,0.2659416200687426
2008-03-12,51.0,3.2,150.06,0.2727606359679411
2008-03-13,64.0,4.2,150.19,0.3579983347079227
2008-03-14,81.0,5.44,150.36,0.4636930811455
2008-03-15,81.0,5.48,150.36,0.4671025890950993
2008-03-16,69.0,4.64,150.24,0.3955029221535147
2008-03-17,61.0,4.02,150.16000000000005,0.342655548934726
2008-03-18,59.0,3.84,150.14,0.3273127631615294
2008-03-19,59.0,3.83,150.14,0.3264603861741296
2008-03-20,58.0,3.74,150.13000000000002,0.3187889932875312
2008-03-21,57.0,3.68,150.12,0.3136747313631323
2008-03-22,55.0,3.53,150.10000000000002,0.3008890765521351
2008-03-23,55.0,3.48,150.10000000000002,0.296627191615136
2008-03-24,64.0,4.22,150.19,0.3597030886827224
2008-03-25,101.0,7.03,150.56,0.5992210221420707
2008-03-26,84.0,5.83,150.39,0.4969357836540928
2008-03-27,77.0,5.2,150.32000000000002,0.4432360334479043
2008-03-28,69.0,4.61,150.24,0.3929457911913152
2008-03-29,61.0,4.03,150.16000000000005,0.3435079259221258
2008-03-30,56.0,3.6,150.11,0.3068557154639338
2008-03-31,52.0,3.3,150.07000000000002,0.2812844058419393
2008-04-01,49.0,3.09,150.04000000000002,0.2633844891065431
2008-04-02,49.0,3.05,150.04000000000002,0.2599749811569439
2008-04-03,48.0,3.0,150.03,0.2557130962199448
2008-04-04,47.0,2.94,150.02,0.2505988342955459
2008-04-05,46.0,2.85,150.01000000000002,0.2429274414089476
2008-04-06,46.0,2.82,150.01000000000002,0.2403703104467481
2008-04-07,45.0,2.75,150.0,0.2344036715349494
