date,lvl_sm,q_cms_s,lvl_mbs,q_mm_day
2008-01-01,135.0,1.22,109.9,0.264850875650142
2008-01-02,136.0,1.22,109.91,0.264850875650142
2008-01-03,136.0,1.18,109.91,0.2561672403829242
2008-01-04,136.0,1.15,109.91,0.2496545139325108
2008-01-05,136.0,1.13,109.91,0.2453126962989019
2008-01-06,136.0,1.1,109.91,0.2387999698484887
2008-01-07,136.0,1.1,109.91,0.2387999698484887
2008-01-08,136.0,1.08,109.91,0.2344581522148797
2008-01-09,136.0,1.08,109.91,0.2344581522148797
2008-01-10,136.0,1.08,109.91,0.2344581522148797
2008-01-11,137.0,1.11,109.92,0.2409708786652931
2008-01-12,137.0,1.08,109.92,0.2344581522148797
2008-01-13,137.0,1.08,109.92,0.2344581522148797
2008-01-14,137.0,1.08,109.92,0.2344581522148797
2008-01-15,139.0,1.14,109.94,0.2474836051157063
2008-01-16,139.0,1.14,109.94,0.2474836051157063
2008-01-17,140.0,1.19,109.95,0.2583381491997286
2008-01-18,140.0,1.19,109.95,0.2583381491997286
2008-01-19,140.0,1.22,109.95,0.264850875650142
2008-01-20,140.0,1.22,109.95,0.264850875650142
2008-01-21,140.0,1.22,109.95,0.264850875650142
2008-01-22,140.0,1.24,109.95,0.2691926932837508
2008-01-23,140.0,1.24,109.95,0.2691926932837508
2008-01-24,140.0,1.27,109.95,0.2757054197341642
2008-01-25,140.0,1.27,109.95,0.2757054197341642
2008-01-26,140.0,1.27,109.95,0.2757054197341642
2008-01-27,139.0,1.24,109.94,0.2691926932837508
2008-01-28,139.0,1.24,109.94,0.2691926932837508
2008-01-29,139.0,1.24,109.94,0.2691926932837508
2008-01-30,139.0,1.24,109.94,0.2691926932837508
2008-01-31,138.0,1.21,109.93,0.2626799668333375
2008-02-01,138.0,1.21,109.93,0.2626799668333375
2008-02-02,137.0,1.18,109.92,0.2561672403829242
2008-02-03,136.0,1.15,109.91,0.2496545139325108
2008-02-04,135.0,1.13,109.9,0.2453126962989019
2008-02-05,135.0,1.13,109.9,0.2453126962989019
2008-02-06,135.0,1.15,109.9,0.2496545139325108
2008-02-07,135.0,1.15,109.9,0.2496545139325108
2008-02-08,135.0,1.15,109.9,0.2496545139325108
2008-02-09,135.0,1.15,109.9,0.2496545139325108
2008-02-10,135.0,1.17,109.9,0.2539963315661197
2008-02-11,133.0,1.11,109.88,0.2409708786652931
2008-02-12,133.0,1.11,109.88,0.2409708786652931
2008-02-13,132.0,1.1,109.87,0.2387999698484887
2008-02-14,133.0,1.13,109.88,0.2453126962989019
2008-02-15,134.0,1.16,109.89,0.2518254227493153
2008-02-16,134.0,1.19,109.89,0.2583381491997286
2008-02-17,134.0,1.19,109.89,0.2583381491997286
2008-02-18,134.0,1.19,109.89,0.2583381491997286
2008-02-19,134.0,1.19,109.89,0.2583381491997286
2008-02-20,134.0,1.19,109.89,0.2583381491997286
2008-02-21,134.0,1.19,109.89,0.2583381491997286
